,text,label
728,"Cũng trong năm vừa qua, Inditex, chủ sở hữu thương hiệu Zara đã phải tuyên bố đóng cửa 1,200 cửa hàng. Tương tự, H&M từng đặt mục tiêu mở thêm 165 cửa hàng trong năm 2020, nhưng kế hoạch phải thay đổi vì dịch bệnh",Negative
729,"Năm 2020, FTM đặt mục tiêu mang về 799 tỷ đồng doanh thu và gần 4.5 tỷ đồng lãi sau thuế. Như vậy, FTM mới chỉ thực hiện được 10% kế hoạch doanh thu. Cũng trong năm, dòng tiền từ hoạt động kinh doanh của FTM âm 47 tỷ đồng (cùng kỳ dương 203 tỷ đồng)",Negative
731,"Doanh nghiệp nào lỗ nặng nhất năm 2020?

VNS, HVN, DXG
FTM, HVN, DLG
HVN, YEG, DLG
HVN, DXG, DLG

3 doanh nghiệp “ôm” lỗ khủng trong năm 2020 lần lượt là Tổng Công ty Hàng không Việt Nam - CTCP (HOSE: HVN), CTCP Tập đoàn Đất Xanh (HOSE: DXG), CTCP Tập đoàn Đức Long Gia Lai (HOSE: DLG).
            Trong đó, Vietnam Airlines ghi nhận doanh thu thuần 2020 hơn 40,613 tỷ đồng, giảm 59% so với cùng kỳ, đồng thời lỗ ròng tới 10,845 tỷ đồng. Tuy vậy, kết quả này vẫn khả quan hơn so với ước tính lỗ hợp nhất 14,445 tỷ đồng trước đó từ phía Vietnam Airlines",Negative
732,"Ngân hàng TMCP Quân Đội (HOSE: MBB) vẫn là cổ đông lớn duy nhất tại MIG với sở hữu 68.37% vốn. 
Về kết quả kinh doanh năm 2020, MIG đem về 3,428 tỷ đồng doanh thu và 242 tỷ đồng lợi nhuận hoạt động kinh doanh, đều vượt kế hoạch đề ra",Positive
733,"Cổ đông lớn liên tục tăng tỷ lệ sở hữu tại HQC khi giá cổ phiếu này đã tăng hơn 40% so với đầu năm 2021. 
Khang Di
FILI",Positive
734,"Gần hai năm qua, hoạt động sản xuất kinh doanh của DANA - Ý hoàn toàn đình trệ khi dính vào những lùm xùm liên quan đến câu chuyện ô nhiễm môi trường tại Đà Nẵng. Từ một doanh nghiệp có doanh thu ngàn tỷ mỗi năm và có lãi, Công ty ghi nhận lỗ hàng trăm tỷ đồng và âm vốn chủ sở hữu sau gần hai năm nhà máy tại Cụm công nghiệp Thanh Vinh dừng hoạt động",Negative
735,Năm 2018 cũng là năm thứ 3 liên tiếp HDO báo lỗ khi doanh thu chạm mức thấp kỷ lục,Negative
736,"Thêm vào đó, ITA sẽ xây dựng 7,900 m hệ thống hạ tầng giao thông, san lấp mặt bằng tổng khối lượng ước tính 200,000 m3 trong KCN Tân Đức giai đoạn 2 để thu hút các nhà đầu tư trong nước và nước ngoài, san lấp đất nền 73,000m3, làm hạ tầng giao thông để bàn giao nền và hoàn tất việc thu tiền của các hộ dân còn lại… 
Ngoài ra, ITA sẽ tiếp tục thực hiện các thủ tục xin chủ trương đầu tư, đền bù giải tỏa cho dự án KCN Sài Gòn - Mekong để chuẩn bị cho việc san lấp mặt bằng, triển khai hạ tầng vào năm 2022. Đối với Công ty Taserco và Bệnh viện Tân Tạo, mục tiêu phấn đấu hoạt động cung cấp suất ăn công nghiệp sẽ đạt mốc 15,000 suất/ ngày và hơn 20,000 lượt thăm khám chữa bệnh, tuyển sinh thêm các khối học cho trường cấp 1&2 Tân Tạo..",Positive
737,"*Thép Dana - Ý tiếp tục dừng sản xuất và báo lỗ trong quý 4/2019
*Thép DANA - Ý khó lấy lại những gì đã mất
*DNY chìm sâu trong bĩ cực
Duy Na
FILI",Negative
738,"Số tiền này sẽ phần nào giúp HAG cải thiện tình hình tài chính. Thực tế trong năm 2020, HAG thua lỗ tới hơn 1.2 ngàn tỷ đồng (lãi gần 190 tỷ đồng năm 2019). Mặc dù chi phí lãi vay năm 2020 có giảm so với 2019 song, vẫn ở mức cao (hơn 1.2 ngàn tỷ đồng); tổng nợ vay đến 31/12/2020 đang ở mức 18 ngàn tỷ đồng",Negative
739,"Trong năm 2020, doanh thu thuần của DPR tăng 5% so với năm trước, đạt gần 765 tỷ đồng. Ghi nhận hơn 81 tỷ đồng doanh thu từ sản phẩm tại chi nhánh gỗ và hơn 14 tỷ đồng từ hoạt động bán các sản phẩm tận thu từ gỗ trong khi năm 2019 không ghi nhận doanh thu từ 2 mục này. Tuy nhiên, do giá vốn tăng cao làm lợi nhuận gộp giảm 11%, còn gần 203 tỷ đồng",Negative
740,"Do lỗ nặng trong quý 2 đã khiến kết quả kinh doanh cả năm 2020 của Xây dựng FLC Faros (HOSE: ROS) chỉ ghi nhận vỏn vẹn 2 tỷ đồng, “lao dốc” 99% so với cùng kỳ. Cho năm 2020, Công ty đặt kế hoạch đi lùi với chỉ tiêu doanh thu 3,400 tỷ đồng và lãi sau thuế là 54 tỷ đồng, lần lượt giảm gần 30% và 70% so với năm trước. Như vậy, so với kế hoạch, ROS chỉ mới thực hiện được 53% chỉ tiêu doanh thu và 4% kế hoạch lợi nhuận 2020",Negative
741,"Đối với diện tạm ngừng giao dịch có 6 công ty gồm BAM, KSS, MTM, KTB, PTK và VSP chủ yếu với lý do để bảo vệ lợi ích nhà đầu tư. Riêng BAM và VSP là do vi phạm nghiêm trọng nghĩa vụ công bố thông tin, còn KSS là kiểm toán từ chối đưa ra ý kiến đối với BCTC 2015./",Negative
742,"Hơn một năm sau khi VinMart/VinMart+ về với Masan, ngành hàng tươi sống siêu thị VinMart Times City thuộc quản lý của chị Lý có nhiều sự thay đổi. “So với trước đây, hàng tươi sống được tăng cường hơn cả về số lượng và chủng loại. Hàng hóa đa dạng hơn nên được khách hàng đón nhận rất tốt. Một ngày, tôi thường kiểm tra trực tiếp nhiều lượt để đảm bảo hàng hóa trên quầy, kệ lúc nào cũng tươi ngon. Dù cơ cấu hàng hóa tăng, vấn đề chất lượng phải luôn đảm bảo thông qua các khâu kiểm nghiệm chặt chẽ.” - Chị Lý chia sẻ",Positive
743,"Kết quả là HDO báo lỗ gần 95 tỷ đồng trong 6 tháng 2019, nâng lỗ lũy kế đến 31/06/2019 lên con số 246 tỷ đồng, vượt con số vốn điều lệ thực góp là 169.5 tỷ, vốn chủ âm 66 tỷ đồng",Negative
744,"Theo thống kê giao dịch từ VietstockFinance, giao dịch của WSS thuộc giao dịch thỏa thuận và có giá trị giao dịch đạt trên 11 tỷ đồng. 
Về kết quả kinh doanh, trong quý 4/2020, doanh thu thuần của EID gấp gần 2 lần cùng kỳ năm trước, đạt hơn 21 tỷ đồng. Giá vốn ghi nhận dương trở lại sau khi âm gần 4 tỷ đồng trong năm trước dẫn đến lãi gộp chỉ tăng 12%, lên gần 13 tỷ đồng. Theo Công ty, doanh thu tăng mạnh là do tình hình dịch bệnh đã làm chậm lại việc sản xuất và cung ứng sản phẩm cho thị trường nên doanh thu bị đẩy lùi về quý cuối năm và tạo nên chênh lệch lớn so với cùng kỳ",Positive
745,"CTCP Tasco (HOSE: HUT) báo cáo doanh thu thuần giảm 25% trong quý 3/2020, chỉ đạt hơn 192 tỷ đồng. Sự sụt giảm chủ yếu đến từ việc Công ty ghi nhận doanh thu hợp đồng xây dựng không đáng kể so với cùng kỳ năm trước, liên quan đến việc quyết toán dự án BT cải tạo đường 39B đoạn từ thị trấn Thanh Nê, huyện Kiến Xương đến thị trấn Diêm Điền, huyện Thái Thụy. ",Negative
746,"Khác với trước đây, khi bị hủy niêm yết bất ngờ như vậy thì nhà đầu tư khó kịp thoát hàng và phải chịu chôn vốn trong thời gian khá lâu. Còn cổ phiếu KTB và PTK ngay sau đó đều được VSD chuyển dữ liệu đăng ký, lưu ký chứng khoán từ HOSE sang UPCoM. Chưa đầy 2 tuần sau kể từ ngày bị hủy niêm yết, KTB và PTK đã chính thức giao dịch trên UPCoM. Khi được giao dịch trở lại, KTB đã từng đạt được mức giá cao nhất 3,100 đồng/cp, hơn gấp 3.8 lần giá lúc hủy niêm yết và PTK thì lên 2,400 đồng/cp, gấp 2.8 lần",Positive
747,"Đặc biệt, xu hướng phát triển “đô thị trong đô thị” hay “bất động sản tích hợp” sẽ ngày càng nở rộ với những dự án được quy hoạch tốt với nhiều tiện ích. Trong đó, những khu vực có hạ tầng phát triển đồng bộ vẫn là tâm điểm của thị trường bất động sản Thủ đô",Positive
748,"Theo BCTC kiểm toán năm 2020 vừa công bố, lãi sau thuế của CTCP Chứng khoán Đầu tư Việt Nam (HNX: IVS) mất gần 60% so với kết quả ghi nhận trong BCTC tự lập, chỉ còn gần 9.4 tỷ đồng 
Theo giải trình, chênh lệch lợi nhuận trước và sau kiểm toán là do IVS đã trích lập dự phòng phần còn lại khoản đầu tư vào CTCP Đầu tư Xây dựng và Thương mại Điện lực Miền Bắc với giá trị gần 14 tỷ đồng. Đồng thời, công ty chứng khoán này cũng đã điều chỉnh giảm chi phí quản lý đi gần 400 triệu đồng",Negative
749,"Liên doanh Kido - Vinamilk mang thương hiệu Vibev, vốn đầu tư 400 tỷ đồng
Kido và Vinamilk vừa bắt tay thành lập công ty liên doanh chuyên sản xuất và kinh doanh các sản phẩm nước giải khát không gas có lợi cho sức khỏe và kem",Positive
750,"Hiệp định đối tác toàn diện và tiến bộ xuyên Thái Bình Dương (CPTPP) xóa bỏ thuế nhập khẩu đối với hàng dệt may có xuất xứ từ Việt Nam khi xuất khẩu vào thị trường các nước đối tác (ngay hoặc có lộ trình). Với thị trường Canada, sẽ được xóa bỏ thuế ngay khi Hiệp định có hiệu lực hoặc sau 3 năm. Thuế nhập khẩu của hàng dệt may vào Mexico và Peru được xóa bỏ hoàn toàn vào năm thứ 16",Positive
751,"Cổ phiếu FOC tăng trần sau tin trả cổ tức lên tới 200%
CTCP Dịch vụ Trực tuyến FPT (FPT Online, UPCoM: FOC) dự kiến trả cổ tức năm 2020 bằng tiền mặt với tỷ lệ 200% (1 cp nhận được 20,000 đồng), cao nhất từ trước đến nay",Positive
752,"Tín hiệu kỹ thuật của HNX-Index
Trong phiên giao dịch buổi sáng ngày 24/03/2021, HNX-Index tiếp tục rơi mạnh với mẫu hình nến Black Closing Marubozu. Chỉ số đang test lại vùng hỗ trợ 265-270 điểm (ngưỡng Fibonacci Projection 50%)",Negative
753,Chỉ báo MACD đã đảo chiều và hiện đang rơi về gần đường signal. Nếu tín hiệu bán xuất hiện ở chỉ báo này thì rủi ro điều chỉnh sẽ tăng cao. Chỉ báo Relative Strength Index đang thiết lập trendline tăng dài hạn (bắt đầu từ tháng 03/2020). Đây sẽ là hỗ trợ cho chỉ báo này trong thời gian tới,Negative
754,"Hợp đồng kỳ hạn giá đồng ghi nhận mức tăng khiêm tốn hơn ở mức 67% trong 8 tháng trở lại đây. Tuy nhiên, việc đạt mức cao nhất trong 8 năm trở lại đây chủ yếu do tăng trưởng nhu cầu tiêu thụ của phương tiện vận tải sử dụng điện",Positive
755,"GIL đầu tư vào khu công nghiệp ở Huế
Tổng vốn đầu tư của dự án là 2,614 tỷ đồng, trong đó vốn góp của chủ đầu tư là hơn 392 tỷ đồng",Positive
756,"Bị cáo Dĩnh chỉ đạo các cá nhân Nguyễn Thị Hiên (em gái Dĩnh); Ngô Văn Hiến, Kế toán trưởng CTCP Đầu tư khoáng sản Tây Bắc (mã KTB) làm giả hồ sơ để đủ điều kiện niêm yết. Các bị cáo đã làm giả danh sách 103 cổ đông, làm giả chứng từ tăng vốn Công ty MTM lên 310 tỷ đồng, làm giả các hợp đồng mua bán, góp vốn chứng từ ngân hàng thể hiện Công ty có hoạt động sản xuất kinh doanh, có lợi nhuận..",Negative
757,"Đơn hàng giảm do ảnh hưởng của dịch Covid-19 là nguyên nhân chính yếu dẫn đến lãi ròng của Garmex Sài Gòn (HOSE: GMC) giảm 56%, xuống còn 46 tỷ đồng. EPS của doanh nghiệp dệt may này cũng giảm mạnh từ hơn 6,000 đồng xuống còn 1,660 đồng",Negative
758,"Đồng thời, KSS cũng gây liên lụy đến PTK - CTCP Luyện kim Phú Thịnh khi có lãnh đạo cùng huyết thống với Chủ tịch KSS khiến con dấu công ty bị cơ quan điều tra thu giữ. Kết quả là cổ phiếu PTK cũng liên tục bị đưa vào diện cảnh báo chậm công bố thông tin, đồng thời giá cổ phiếu cũng bị ảnh hưởng khá mạnh, giảm xuống còn 900 đồng/cp trước khi phải rời sàn vào ngày 13/04/2016",Negative
759,"Ngày 31/03/2021, Sở Giao dịch Chứng khoán TP.HCM (SGDCK TP.HCM) đã nhận được Báo cáo tài chính (BCTC) kiểm toán năm 2020 của Công ty cổ phần Quốc tế Hoàng Gia (Mã chứng khoán: RIC). Theo đó, Lợi nhuận sau thuế (LNST) năm 2020 của Công ty là 
- 81,54 tỷ đồng và LNST chưa phân phối tại ngày 31/12/2020 là 
-309,83 tỷ đồng. Như vậy, căn cứ theo BCTC kiểm toán năm 2020 Công ty cổ phần Quốc tế Hoàng Gia vẫn chưa khắc phục được nguyên nhân dẫn đến việc cổ phiếu bị đưa vào diện kiểm soát. SGDCK TP.HCM
 tiếp tục giữ nguyên diện kiểm soát đối với cổ phiếu RIC. SGDCK TP.HCM sẽ xem xét hướng xử lý tiếp theo đối với cổ phiếu RIC căn cứ vào BCTC soát xét bán niên năm 2021 của Công ty.",Negative
760,"Riêng quý 2/2020, MSC ghi nhận doanh thu thuần tăng đột biến lên 263 tỷ đồng, gấp 9 lần cùng kỳ, chủ yếu nhờ hoạt động kinh doanh ô tô. Bên cạnh đó, doanh thu và chi phí tài chính gần như không phát sinh do MSC không phát sinh khoản nợ đầu tư tài chính và các khoản nợ vay. Nhờ vậy, kết thúc quý 2, MSC ghi nhận lãi hơn 233 triệu đồng, trong khi cùng kỳ lỗ hơn 15 tỷ đồng",Positive
761,"Nỗi đau tiếp tục đến với các cổ đông của BAM khi cổ phiếu này chính thức rời sàn vào ngày 10/11 mới đây vì lý do vi phạm nghiêm trọng công bố thông tin. Chào sàn ấn tượng ở mức giá 16,900 đồng/cp nhưng cổ phiếu BAM ngay sau đó đã lao dốc không phanh về 1,800 đồng/cp. Đến nay, các BCTC năm 2015, BCTN năm 2015, BCTC quý 1/2016, BCTC quý 2/2016, BCQT bán niên 2016, BCTC bán niên 2016 vẫn chưa được Công ty công bố",Negative
762,"Được biết, Thaco chỉ mới mua vào 59.63 triệu cp HVG trong khoảng thời gian từ ngày 27/03 - 25/4/2020 nhằm đầu tư tài chính",Positive
763,"Chứng khoán IVS bị phạt và truy thu thuế hơn 800 triệu đồng 
Cục thuế TP Hà nội vừa ra quyết định xử phạt vi phạm hành chính về thuế đối với CTCP Chứng khoán Đầu tư Việt Nam (HNX: IVS) tổng số tiền lên tới 800 triệu đồng",Negative
764,"Kết quả, doanh thu năm 2020 giảm hơn 59% so với năm 2019 khiến Công ty lỗ lũy kế hơn 11 tỷ đồng. ",Negative
